3.000e-01,5.000e-03,4.108284e-01,8.419571e-01
3.050e-01,5.000e-03,5.154952e+00,9.291258e+00
3.100e-01,5.000e-03,1.672641e+01,2.675342e+01
3.150e-01,5.000e-03,3.822601e+01,5.468842e+01
3.200e-01,5.000e-03,5.582705e+01,7.205387e+01
3.250e-01,5.000e-03,8.606763e+01,1.009256e+02
3.300e-01,5.000e-03,1.193258e+02,1.280288e+02
3.350e-01,5.000e-03,1.297256e+02,1.281897e+02
3.400e-01,5.000e-03,1.367606e+02,1.251774e+02
3.450e-01,5.000e-03,1.492480e+02,1.271775e+02
3.500e-01,1.000e-02,1.708119e+02,1.361322e+02
3.600e-01,1.000e-02,1.914742e+02,1.351363e+02
3.700e-01,1.000e-02,2.419845e+02,1.533902e+02
3.800e-01,1.000e-02,2.595589e+02,1.495373e+02
3.900e-01,1.000e-02,2.619029e+02,1.385271e+02
4.000e-01,1.000e-02,4.002468e+02,1.960388e+02
4.100e-01,1.000e-02,4.881373e+02,2.230430e+02
4.200e-01,1.000e-02,5.261278e+02,2.257079e+02
4.300e-01,1.000e-02,5.027806e+02,2.036371e+02
4.400e-01,1.000e-02,6.068736e+02,2.331902e+02
4.500e-01,1.000e-02,6.869988e+02,2.515222e+02
4.600e-01,1.000e-02,7.234207e+02,2.489959e+02
4.700e-01,1.000e-02,7.248048e+02,2.353781e+02
4.800e-01,1.000e-02,7.588690e+02,2.332771e+02
4.900e-01,1.000e-02,7.260586e+02,2.118933e+02
5.000e-01,1.000e-02,7.454395e+02,2.070900e+02
5.100e-01,1.000e-02,7.654486e+02,2.029155e+02
5.200e-01,1.000e-02,7.392473e+02,1.874042e+02
5.300e-01,1.000e-02,7.723281e+02,1.876315e+02
5.400e-01,1.000e-02,7.841545e+02,1.828941e+02
5.500e-01,2.000e-02,7.904440e+02,1.772915e+02
5.700e-01,2.300e-02,7.781585e+02,1.621942e+02
5.930e-01,1.700e-02,7.551779e+02,1.453662e+02
6.100e-01,2.000e-02,7.649914e+02,1.396828e+02
6.300e-01,2.600e-02,7.581888e+02,1.303443e+02
6.560e-01,1.160e-02,7.200256e+02,1.151009e+02
6.676e-01,2.240e-02,7.341722e+02,1.138075e+02
6.900e-01,2.000e-02,6.489496e+02,9.477692e+01
7.100e-01,8.000e-03,6.963419e+02,9.724654e+01
7.180e-01,6.400e-03,6.131513e+02,8.373583e+01
7.244e-01,1.560e-02,6.010756e+02,8.085836e+01
7.400e-01,1.250e-02,6.514378e+02,8.505964e+01
7.525e-01,5.000e-03,6.513350e+02,8.287513e+01
7.575e-01,5.000e-03,6.409731e+02,8.071653e+01
7.625e-01,5.000e-03,4.149410e+02,5.116798e+01
7.675e-01,1.250e-02,5.592380e+02,6.877619e+01
7.800e-01,2.000e-02,6.168264e+02,7.423569e+01
8.000e-01,1.600e-02,5.969218e+02,6.911628e+01
8.160e-01,7.700e-03,5.157037e+02,5.782851e+01
8.237e-01,7.800e-03,4.877042e+02,5.390033e+01
8.315e-01,8.500e-03,5.205956e+02,5.686198e+01
8.400e-01,2.000e-02,5.291631e+02,5.698855e+01
8.600e-01,2.000e-02,5.356990e+02,5.580902e+01
8.800e-01,2.500e-02,5.104553e+02,5.146608e+01
9.050e-01,1.000e-02,3.763441e+02,3.631565e+01
9.150e-01,1.000e-02,3.828599e+02,3.641472e+01
9.250e-01,5.000e-03,3.667739e+02,3.436975e+01
9.300e-01,7.000e-03,2.659708e+02,2.464198e+01
9.370e-01,1.100e-02,2.021890e+02,1.850565e+01
9.480e-01,1.700e-02,2.128170e+02,1.918828e+01
9.650e-01,1.500e-02,3.511878e+02,3.109301e+01
9.800e-01,1.350e-02,3.806114e+02,3.305164e+01
9.935e-01,4.650e-02,4.104910e+02,3.505274e+01
1.040e+00,3.000e-02,3.843987e+02,3.093096e+01
1.070e+00,3.000e-02,3.595254e+02,2.789165e+01
1.100e+00,2.000e-02,2.899410e+02,2.167636e+01
1.120e+00,1.000e-02,1.012555e+02,7.362588e+00
1.130e+00,1.500e-02,1.309992e+02,9.428500e+00
1.145e+00,1.600e-02,1.254024e+02,8.880326e+00
1.161e+00,9.000e-03,2.271743e+02,1.586568e+01
1.170e+00,3.000e-02,2.459228e+02,1.702731e+01
1.200e+00,4.000e-02,2.524099e+02,1.695991e+01
1.240e+00,3.000e-02,2.641471e+02,1.707712e+01
1.270e+00,2.000e-02,2.303454e+02,1.446744e+01
1.290e+00,3.000e-02,2.432588e+02,1.500686e+01
1.320e+00,3.000e-02,1.999920e+02,1.199898e+01
1.350e+00,4.500e-02,4.547671e+01,2.650727e+00
1.395e+00,4.700e-02,4.246814e+00,2.387267e-01
1.442e+00,2.000e-02,3.957206e+01,2.141087e+00
