3.000e-01,5.000e-03,2.383383e+00,3.701673e+00
3.050e-01,5.000e-03,1.719080e+01,2.414112e+01
3.100e-01,5.000e-03,4.397263e+01,5.629752e+01
3.150e-01,5.000e-03,8.564008e+01,1.007107e+02
3.200e-01,5.000e-03,1.157821e+02,1.257668e+02
3.250e-01,5.000e-03,1.677042e+02,1.692252e+02
3.300e-01,5.000e-03,2.232452e+02,2.102593e+02
3.350e-01,5.000e-03,2.365577e+02,2.088371e+02
3.400e-01,5.000e-03,2.446066e+02,2.032311e+02
3.450e-01,5.000e-03,2.624906e+02,2.060282e+02
3.500e-01,1.000e-02,2.959792e+02,2.202228e+02
3.600e-01,1.000e-02,3.234886e+02,2.182861e+02
3.700e-01,1.000e-02,4.001407e+02,2.474951e+02
3.800e-01,1.000e-02,4.211989e+02,2.409575e+02
3.900e-01,1.000e-02,4.180151e+02,2.228814e+02
4.000e-01,1.000e-02,6.295210e+02,3.149020e+02
4.100e-01,1.000e-02,7.578200e+02,3.576687e+02
4.200e-01,1.000e-02,8.073630e+02,3.613094e+02
4.300e-01,1.000e-02,7.635516e+02,3.254049e+02
4.400e-01,1.000e-02,9.130602e+02,3.719780e+02
4.500e-01,1.000e-02,1.025251e+03,4.006268e+02
4.600e-01,1.000e-02,1.071734e+03,3.960888e+02
4.700e-01,1.000e-02,1.066712e+03,3.739621e+02
4.800e-01,1.000e-02,1.110403e+03,3.702457e+02
4.900e-01,1.000e-02,1.057063e+03,3.360371e+02
5.000e-01,1.000e-02,1.080578e+03,3.282293e+02
5.100e-01,1.000e-02,1.105368e+03,3.214728e+02
5.200e-01,1.000e-02,1.063674e+03,2.967443e+02
5.300e-01,1.000e-02,1.108424e+03,2.971276e+02
5.400e-01,1.000e-02,1.122521e+03,2.896010e+02
5.500e-01,2.000e-02,1.128719e+03,2.806810e+02
5.700e-01,2.300e-02,1.108163e+03,2.570272e+02
5.930e-01,1.700e-02,1.071779e+03,2.303016e+02
6.100e-01,2.000e-02,1.078382e+03,2.207665e+02
6.300e-01,2.600e-02,1.061111e+03,2.053404e+02
6.560e-01,1.160e-02,1.000411e+03,1.808007e+02
6.676e-01,2.240e-02,1.016696e+03,1.785164e+02
6.900e-01,2.000e-02,9.027358e+02,1.489711e+02
7.100e-01,8.000e-03,9.562298e+02,1.520914e+02
7.180e-01,6.400e-03,8.533953e+02,1.316811e+02
7.244e-01,1.560e-02,8.382657e+02,1.272843e+02
7.400e-01,1.250e-02,8.921624e+02,1.329865e+02
7.525e-01,5.000e-03,8.884426e+02,1.293741e+02
7.575e-01,5.000e-03,8.737148e+02,1.259833e+02
7.625e-01,5.000e-03,5.968262e+02,8.196577e+01
7.675e-01,1.250e-02,7.723688e+02,1.079457e+02
7.800e-01,2.000e-02,8.384306e+02,1.157916e+02
8.000e-01,1.600e-02,8.114382e+02,1.078994e+02
8.160e-01,7.700e-03,7.091429e+02,9.072504e+01
8.237e-01,7.800e-03,6.729566e+02,8.471142e+01
8.315e-01,8.500e-03,7.101422e+02,8.896036e+01
8.400e-01,2.000e-02,7.187752e+02,8.903958e+01
8.600e-01,2.000e-02,7.235804e+02,8.703535e+01
8.800e-01,2.500e-02,6.887611e+02,8.027984e+01
9.050e-01,1.000e-02,5.238979e+02,5.748743e+01
9.150e-01,1.000e-02,5.297241e+02,5.748922e+01
9.250e-01,5.000e-03,5.071928e+02,5.426588e+01
