3.000e-01,5.000e-03,2.676269e+00,4.076793e+00
3.050e-01,5.000e-03,1.857085e+01,2.563425e+01
3.100e-01,5.000e-03,4.671537e+01,5.891033e+01
3.150e-01,5.000e-03,8.996097e+01,1.044075e+02
3.200e-01,5.000e-03,1.209544e+02,1.298883e+02
3.250e-01,5.000e-03,1.744133e+02,1.742655e+02
3.300e-01,5.000e-03,2.314907e+02,2.161865e+02
3.350e-01,5.000e-03,2.448286e+02,2.145834e+02
3.400e-01,5.000e-03,2.527902e+02,2.087541e+02
3.450e-01,5.000e-03,2.709274e+02,2.115755e+02
3.500e-01,1.000e-02,3.051470e+02,2.261095e+02
3.600e-01,1.000e-02,3.328639e+02,2.240579e+02
3.700e-01,1.000e-02,4.110610e+02,2.539757e+02
3.800e-01,1.000e-02,4.320705e+02,2.472029e+02
3.900e-01,1.000e-02,4.282603e+02,2.285981e+02
4.000e-01,1.000e-02,6.442258e+02,3.228938e+02
4.100e-01,1.000e-02,7.747479e+02,3.666504e+02
4.200e-01,1.000e-02,8.246631e+02,3.702882e+02
4.300e-01,1.000e-02,7.792917e+02,3.334090e+02
4.400e-01,1.000e-02,9.312150e+02,3.810372e+02
4.500e-01,1.000e-02,1.044984e+03,4.102980e+02
4.600e-01,1.000e-02,1.091748e+03,4.055759e+02
4.700e-01,1.000e-02,1.086079e+03,3.828532e+02
4.800e-01,1.000e-02,1.130059e+03,3.789920e+02
4.900e-01,1.000e-02,1.075354e+03,3.439324e+02
5.000e-01,1.000e-02,1.098904e+03,3.359068e+02
5.100e-01,1.000e-02,1.123779e+03,3.289643e+02
5.200e-01,1.000e-02,1.081084e+03,3.036330e+02
5.300e-01,1.000e-02,1.126333e+03,3.040146e+02
5.400e-01,1.000e-02,1.140424e+03,2.963005e+02
5.500e-01,2.000e-02,1.146495e+03,2.871604e+02
5.700e-01,2.300e-02,1.125352e+03,2.629661e+02
5.930e-01,1.700e-02,1.088137e+03,2.356154e+02
6.100e-01,2.000e-02,1.094256e+03,2.257984e+02
6.300e-01,2.600e-02,1.076159e+03,2.099571e+02
