3.000e-01,2.785391e+00,4.320989e+00
3.050e-01,2.011233e+01,2.821205e+01
3.100e-01,5.146502e+01,6.581551e+01
3.150e-01,1.002531e+02,1.177565e+02
3.200e-01,1.355426e+02,1.470558e+02
3.250e-01,1.963278e+02,1.978671e+02
3.300e-01,2.613401e+02,2.458363e+02
3.350e-01,2.769085e+02,2.441617e+02
3.400e-01,2.863123e+02,2.375957e+02
3.450e-01,3.072266e+02,2.408539e+02
3.500e-01,3.464022e+02,2.574353e+02
3.600e-01,3.785565e+02,2.551475e+02
3.700e-01,4.682117e+02,2.892631e+02
3.800e-01,4.928104e+02,2.815984e+02
3.900e-01,4.890485e+02,2.604526e+02
4.000e-01,7.364468e+02,3.679575e+02
4.100e-01,8.864856e+02,4.179001e+02
4.200e-01,9.443904e+02,4.221260e+02
4.300e-01,8.931013e+02,3.801545e+02
4.400e-01,1.067931e+03,4.345386e+02
4.500e-01,1.199104e+03,4.679810e+02
4.600e-01,1.253427e+03,4.626584e+02
4.700e-01,1.247512e+03,4.367941e+02
4.800e-01,1.298572e+03,4.324362e+02
4.900e-01,1.236158e+03,3.924678e+02
5.000e-01,1.263624e+03,3.833366e+02
5.100e-01,1.292583e+03,3.754351e+02
5.200e-01,1.243799e+03,3.465465e+02
5.300e-01,1.296099e+03,3.469865e+02
5.400e-01,1.312556e+03,3.381899e+02
5.500e-01,1.319780e+03,3.277672e+02
5.700e-01,1.295697e+03,3.001368e+02
5.930e-01,1.253139e+03,2.689285e+02
6.100e-01,1.260819e+03,2.577792e+02
6.300e-01,1.240611e+03,2.397592e+02
6.560e-01,1.169625e+03,2.110997e+02
6.676e-01,1.188658e+03,2.084297e+02
6.900e-01,1.055464e+03,1.739553e+02
7.100e-01,1.117947e+03,1.775725e+02
7.180e-01,9.977890e+02,1.537763e+02
7.244e-01,9.801110e+02,1.486480e+02
7.400e-01,1.043039e+03,1.552683e+02
7.525e-01,1.038672e+03,1.510451e+02
7.575e-01,1.021451e+03,1.470861e+02
7.625e-01,6.979241e+02,9.576785e+01
7.675e-01,9.030270e+02,1.260540e+02
7.800e-01,9.801931e+02,1.351866e+02
8.000e-01,9.486375e+02,1.259750e+02
8.160e-01,8.290921e+02,1.059446e+02
8.237e-01,7.867982e+02,9.892813e+01
8.315e-01,8.302288e+02,1.038730e+02
8.400e-01,8.403046e+02,1.039598e+02
8.600e-01,8.458998e+02,1.016137e+02
8.800e-01,8.051905e+02,9.372713e+01
9.050e-01,6.125506e+02,6.714943e+01
9.150e-01,6.193446e+02,6.714651e+01
9.250e-01,5.929999e+02,6.338179e+01
9.300e-01,4.483129e+02,4.655807e+01
9.370e-01,3.521917e+02,3.577236e+01
9.480e-01,3.665461e+02,3.681620e+01
9.650e-01,5.648695e+02,5.727386e+01
9.800e-01,6.055678e+02,6.059989e+01
9.935e-01,6.457182e+02,6.399039e+01
1.040e+00,6.015010e+02,5.640282e+01
1.070e+00,5.620164e+02,5.088344e+01
1.100e+00,4.625995e+02,3.995091e+01
1.120e+00,1.843179e+02,1.486766e+01
1.130e+00,2.297762e+02,1.849725e+01
1.145e+00,2.208600e+02,1.748882e+01
1.161e+00,3.686102e+02,2.956730e+01
1.170e+00,3.938872e+02,3.151643e+01
1.200e+00,3.995992e+02,3.123656e+01
1.240e+00,4.130304e+02,3.131179e+01
1.270e+00,3.628741e+02,2.663828e+01
1.290e+00,3.804104e+02,2.756215e+01
1.320e+00,3.182075e+02,2.223659e+01
1.350e+00,8.696039e+01,5.646755e+00
1.395e+00,1.092166e+01,6.763881e-01
1.442e+00,7.526540e+01,4.559155e+00
1.462e+00,1.222052e+02,7.385248e+00
1.477e+00,1.189824e+02,7.118352e+00
1.497e+00,2.023590e+02,1.223676e+01
1.520e+00,2.593938e+02,1.574475e+01
1.539e+00,2.488976e+02,1.493651e+01
1.558e+00,2.346288e+02,1.384741e+01
1.578e+00,2.300213e+02,1.342782e+01
1.592e+00,2.175173e+02,1.257545e+01
1.610e+00,2.109201e+02,1.203566e+01
1.630e+00,2.219839e+02,1.256249e+01
1.646e+00,2.134949e+02,1.195935e+01
1.678e+00,1.999230e+02,1.098036e+01
1.740e+00,1.617214e+02,8.522120e+00
1.800e+00,5.216117e+01,2.549515e+00
1.860e+00,4.486358e+00,2.093528e-01
1.920e+00,1.234437e+01,5.612018e-01
1.960e+00,2.988725e+01,1.345158e+00
1.985e+00,9.079615e+01,4.181027e+00
2.005e+00,3.673676e+01,1.628448e+00
2.035e+00,8.826773e+01,3.997893e+00
2.065e+00,7.288895e+01,3.241560e+00
2.100e+00,7.971675e+01,3.522763e+00
2.148e+00,7.383630e+01,3.205996e+00
