3.000e-01,8.895716e-04,8.469651e-03
3.050e-01,1.240364e-01,9.250878e-01
3.100e-01,1.134195e+00,6.750432e+00
3.150e-01,5.206807e+00,2.511110e+01
3.200e-01,1.066103e+01,4.228304e+01
3.250e-01,2.160364e+01,7.133887e+01
3.300e-01,3.581733e+01,9.973493e+01
3.350e-01,4.361808e+01,1.037149e+02
3.400e-01,5.011324e+01,1.028864e+02
3.450e-01,5.893896e+01,1.055009e+02
3.500e-01,7.207961e+01,1.134963e+02
3.600e-01,9.046446e+01,1.128969e+02
3.700e-01,1.258351e+02,1.279547e+02
3.800e-01,1.468123e+02,1.245199e+02
3.900e-01,1.595243e+02,1.151453e+02
4.000e-01,2.602950e+02,1.626796e+02
4.100e-01,3.364767e+02,1.848195e+02
4.200e-01,3.819850e+02,1.867979e+02
4.300e-01,3.823965e+02,1.683603e+02
4.400e-01,4.812427e+02,1.926317e+02
4.500e-01,5.649291e+02,2.074356e+02
4.600e-01,6.146647e+02,2.049789e+02
4.700e-01,6.343168e+02,1.934389e+02
4.800e-01,6.815538e+02,1.912951e+02
4.900e-01,6.669661e+02,1.733041e+02
5.000e-01,6.982553e+02,1.688608e+02
5.100e-01,7.293821e+02,1.649313e+02
5.200e-01,7.159725e+02,1.519326e+02
5.300e-01,7.567778e+02,1.514796e+02
5.400e-01,7.773165e+02,1.471615e+02
5.500e-01,7.923860e+02,1.422555e+02
5.700e-01,7.899368e+02,1.290034e+02
5.930e-01,7.804275e+02,1.152422e+02
6.100e-01,8.126848e+02,1.108839e+02
6.300e-01,8.315202e+02,1.039043e+02
6.560e-01,8.154377e+02,9.189824e+01
6.676e-01,8.436925e+02,9.093492e+01
6.900e-01,7.373056e+02,7.582044e+01
7.100e-01,8.309694e+02,7.756493e+01
7.180e-01,6.984373e+02,6.705160e+01
7.244e-01,6.804170e+02,6.471935e+01
7.400e-01,7.881189e+02,6.768945e+01
7.525e-01,8.003863e+02,6.579573e+01
7.575e-01,7.900329e+02,6.404546e+01
7.625e-01,4.223995e+02,3.965189e+01
7.675e-01,6.585148e+02,5.495072e+01
7.800e-01,7.698505e+02,5.874746e+01
8.000e-01,7.459374e+02,5.458416e+01
8.160e-01,6.193693e+02,4.604955e+01
8.237e-01,5.788730e+02,4.293208e+01
8.315e-01,6.441599e+02,4.502814e+01
8.400e-01,6.651176e+02,4.491102e+01
8.600e-01,6.876924e+02,4.369658e+01
8.800e-01,6.583925e+02,4.019410e+01
9.050e-01,4.349124e+02,2.869557e+01
9.150e-01,4.524270e+02,2.881112e+01
9.250e-01,4.344682e+02,2.717589e+01
9.300e-01,2.717580e+02,1.865801e+01
9.370e-01,1.838697e+02,1.308618e+01
9.480e-01,2.015524e+02,1.390054e+01
9.650e-01,4.244920e+02,2.452569e+01
9.800e-01,4.785212e+02,2.594615e+01
9.935e-01,5.376735e+02,2.713880e+01
