3.000e-01,2.262796e+00,3.638869e+00
3.050e-01,1.764400e+01,2.555278e+01
3.100e-01,4.666451e+01,6.137075e+01
3.150e-01,9.294318e+01,1.118391e+02
3.200e-01,1.270143e+02,1.407027e+02
3.250e-01,1.855766e+02,1.903757e+02
3.300e-01,2.484291e+02,2.372179e+02
3.350e-01,2.641694e+02,2.358762e+02
3.400e-01,2.738776e+02,2.296550e+02
3.450e-01,2.945726e+02,2.328885e+02
3.500e-01,3.328239e+02,2.489860e+02
3.600e-01,3.650031e+02,2.468556e+02
3.700e-01,4.528011e+02,2.799414e+02
3.800e-01,4.778419e+02,2.726078e+02
3.900e-01,4.752911e+02,2.522199e+02
4.000e-01,7.171942e+02,3.564474e+02
4.100e-01,8.648795e+02,4.049668e+02
4.200e-01,9.228663e+02,4.092022e+02
4.300e-01,8.740123e+02,3.686403e+02
4.400e-01,1.046467e+03,4.215162e+02
4.500e-01,1.176335e+03,4.540859e+02
4.600e-01,1.230881e+03,4.490335e+02
4.700e-01,1.226202e+03,4.240312e+02
4.800e-01,1.277418e+03,4.198846e+02
4.900e-01,1.216875e+03,3.811385e+02
5.000e-01,1.244666e+03,3.723179e+02
5.100e-01,1.273867e+03,3.646804e+02
5.200e-01,1.226409e+03,3.366564e+02
5.300e-01,1.278436e+03,3.370900e+02
5.400e-01,1.295131e+03,3.285575e+02
5.500e-01,1.302711e+03,3.184475e+02
5.700e-01,1.279425e+03,2.915732e+02
5.930e-01,1.237964e+03,2.612698e+02
6.100e-01,1.246752e+03,2.505396e+02
6.300e-01,1.228001e+03,2.331450e+02
6.560e-01,1.158907e+03,2.053716e+02
6.676e-01,1.178308e+03,2.028197e+02
6.900e-01,1.045541e+03,1.692069e+02
7.100e-01,1.109507e+03,1.728750e+02
7.180e-01,9.882916e+02,1.495607e+02
7.244e-01,9.704896e+02,1.445471e+02
7.400e-01,1.035537e+03,1.511679e+02
7.525e-01,1.031797e+03,1.470949e+02
7.575e-01,1.014787e+03,1.432433e+02
7.625e-01,6.879301e+02,9.285893e+01
7.675e-01,8.954031e+02,1.226375e+02
7.800e-01,9.741807e+02,1.316689e+02
8.000e-01,9.427975e+02,1.226796e+02
8.160e-01,8.225898e+02,1.030798e+02
8.237e-01,7.802303e+02,9.622331e+01
8.315e-01,8.246804e+02,1.011150e+02
8.400e-01,8.352043e+02,1.012247e+02
8.600e-01,8.414503e+02,9.897355e+01
8.800e-01,8.010719e+02,9.128888e+01
9.050e-01,6.066295e+02,6.523309e+01
9.150e-01,6.139043e+02,6.525981e+01
9.250e-01,5.878354e+02,6.159990e+01
9.300e-01,4.417162e+02,4.507538e+01
9.370e-01,3.453492e+02,3.451307e+01
9.480e-01,3.600151e+02,3.555989e+01
9.650e-01,5.603646e+02,5.567410e+01
9.800e-01,6.016896e+02,5.895362e+01
9.935e-01,6.426460e+02,6.230022e+01
1.040e+00,5.990914e+02,5.492394e+01
1.070e+00,5.598426e+02,4.954559e+01
1.100e+00,4.594347e+02,3.883117e+01
1.120e+00,1.795705e+02,1.424998e+01
1.130e+00,2.250719e+02,1.780480e+01
1.145e+00,2.162087e+02,1.682435e+01
